Timestamp,Target ID,Target Class,Threat Level,Confidence (%),Lock Status,Bounding Box
14:42:07.645,HDF-007,DRONE,YUKSEK,46,YES,"(369, 151, 534, 261)"
14:42:07.830,HDF-007,DRONE,YUKSEK,73,YES,"(384, 150, 544, 250)"
14:42:07.886,HDF-007,DRONE,YUKSEK,77,YES,"(385, 152, 545, 250)"
14:42:07.946,HDF-007,DRONE,YUKSEK,66,YES,"(385, 146, 545, 249)"
14:42:07.988,HDF-007,DRONE,YUKSEK,35,YES,"(387, 147, 545, 248)"
14:42:08.038,HDF-007,DRONE,YUKSEK,50,YES,"(393, 145, 547, 250)"
14:42:08.082,HDF-007,DRONE,YUKSEK,50,YES,"(394, 145, 547, 249)"
14:42:08.133,HDF-007,DRONE,YUKSEK,58,YES,"(394, 149, 549, 249)"
14:42:08.190,HDF-007,DRONE,YUKSEK,60,YES,"(394, 153, 548, 249)"
14:42:08.249,HDF-007,DRONE,YUKSEK,55,YES,"(394, 145, 548, 249)"
14:42:08.321,HDF-007,DRONE,YUKSEK,71,YES,"(393, 141, 547, 249)"
14:42:08.415,HDF-007,DRONE,YUKSEK,66,YES,"(393, 140, 549, 250)"
14:42:08.472,HDF-???,BUS,ORTA,80,NO,"(235, 59, 637, 480)"
14:42:08.472,HDF-???,DRONE,YUKSEK,43,YES,"(397, 164, 546, 239)"
14:42:08.529,HDF-???,BUS,ORTA,71,NO,"(231, 60, 636, 480)"
14:42:08.588,HDF-???,BUS,ORTA,48,NO,"(229, 62, 637, 480)"
14:42:08.660,HDF-007,DRONE,YUKSEK,66,YES,"(395, 164, 547, 250)"
14:42:08.710,HDF-007,DRONE,YUKSEK,43,YES,"(391, 165, 545, 257)"
14:42:08.774,HDF-007,DRONE,YUKSEK,48,YES,"(388, 161, 547, 261)"
14:42:08.869,HDF-007,DRONE,YUKSEK,66,YES,"(387, 157, 543, 263)"
14:42:08.924,HDF-007,DRONE,YUKSEK,39,YES,"(385, 167, 543, 271)"
14:42:08.992,HDF-007,DRONE,YUKSEK,74,YES,"(382, 167, 544, 275)"
14:42:09.044,HDF-007,DRONE,YUKSEK,56,YES,"(386, 172, 547, 274)"
14:42:09.112,HDF-007,DRONE,YUKSEK,27,YES,"(389, 170, 550, 275)"
14:42:09.169,HDF-007,DRONE,YUKSEK,30,YES,"(395, 173, 553, 273)"
14:42:09.276,HDF-007,DRONE,YUKSEK,43,YES,"(403, 181, 556, 265)"
14:42:09.562,HDF-007,DRONE,YUKSEK,44,YES,"(393, 161, 551, 263)"
14:42:09.606,HDF-007,DRONE,YUKSEK,50,YES,"(387, 162, 548, 264)"
14:42:09.653,HDF-007,DRONE,YUKSEK,50,YES,"(386, 162, 549, 264)"
14:42:09.796,HDF-007,DRONE,YUKSEK,40,YES,"(384, 166, 547, 264)"
14:42:09.842,HDF-007,DRONE,YUKSEK,43,YES,"(382, 159, 543, 268)"
14:42:09.961,HDF-007,DRONE,YUKSEK,47,YES,"(381, 168, 543, 273)"
14:42:10.026,HDF-007,DRONE,YUKSEK,37,YES,"(378, 167, 543, 274)"
14:42:10.231,HDF-???,DRONE,YUKSEK,31,YES,"(383, 170, 537, 242)"
14:42:10.382,HDF-007,DRONE,YUKSEK,64,YES,"(371, 161, 532, 268)"
14:42:10.444,HDF-007,DRONE,YUKSEK,49,YES,"(364, 160, 530, 268)"
14:42:10.534,HDF-007,DRONE,YUKSEK,60,YES,"(364, 164, 527, 267)"
14:42:10.587,HDF-007,DRONE,YUKSEK,68,YES,"(362, 154, 529, 265)"
14:42:10.643,HDF-007,DRONE,YUKSEK,69,YES,"(362, 150, 531, 265)"
14:42:10.696,HDF-007,DRONE,YUKSEK,52,YES,"(362, 149, 528, 264)"
14:42:10.821,HDF-007,DRONE,YUKSEK,41,YES,"(364, 157, 526, 258)"
14:42:10.878,HDF-007,DRONE,YUKSEK,43,YES,"(361, 151, 528, 263)"
14:42:10.943,HDF-007,DRONE,YUKSEK,57,YES,"(362, 154, 526, 262)"
14:42:11.008,HDF-007,DRONE,YUKSEK,35,YES,"(363, 160, 527, 261)"
14:42:11.160,HDF-007,DRONE,YUKSEK,33,YES,"(361, 167, 527, 261)"
14:42:11.354,HDF-007,DRONE,YUKSEK,26,YES,"(362, 162, 528, 262)"
14:42:11.404,HDF-007,DRONE,YUKSEK,58,YES,"(363, 160, 529, 263)"
14:42:11.455,HDF-007,DRONE,YUKSEK,38,YES,"(359, 163, 528, 264)"
14:42:11.545,HDF-007,DRONE,YUKSEK,55,YES,"(361, 162, 529, 265)"
14:42:11.590,HDF-007,DRONE,YUKSEK,45,YES,"(363, 155, 532, 265)"
14:42:11.656,HDF-007,DRONE,YUKSEK,64,YES,"(366, 156, 530, 263)"
14:42:11.694,HDF-007,DRONE,YUKSEK,61,YES,"(366, 158, 530, 263)"
14:42:11.749,HDF-007,DRONE,YUKSEK,68,YES,"(364, 154, 533, 265)"
14:42:12.138,HDF-007,DRONE,YUKSEK,35,YES,"(362, 157, 536, 267)"
14:42:12.183,HDF-007,DRONE,YUKSEK,75,YES,"(362, 146, 531, 267)"
14:42:12.225,HDF-007,DRONE,YUKSEK,43,YES,"(362, 150, 533, 267)"
14:42:12.282,HDF-007,DRONE,YUKSEK,27,YES,"(362, 157, 533, 268)"
14:42:13.907,HDF-???,DRONE,YUKSEK,73,YES,"(367, 162, 531, 274)"
14:42:13.956,HDF-???,DRONE,YUKSEK,73,YES,"(372, 167, 532, 276)"
14:42:14.020,HDF-009,DRONE,YUKSEK,65,YES,"(371, 168, 533, 276)"
14:42:14.080,HDF-009,DRONE,YUKSEK,78,YES,"(373, 161, 536, 276)"
14:42:14.146,HDF-009,DRONE,YUKSEK,70,YES,"(378, 168, 541, 275)"
14:42:14.206,HDF-009,DRONE,YUKSEK,73,YES,"(379, 173, 541, 273)"
14:42:14.263,HDF-009,DRONE,YUKSEK,64,YES,"(381, 169, 542, 272)"
14:42:14.325,HDF-009,DRONE,YUKSEK,61,YES,"(378, 168, 545, 271)"
14:42:14.380,HDF-009,DRONE,YUKSEK,63,YES,"(378, 160, 545, 258)"
14:42:14.608,HDF-009,DRONE,YUKSEK,31,YES,"(375, 156, 541, 255)"
14:42:14.711,HDF-009,DRONE,YUKSEK,42,YES,"(370, 145, 540, 257)"
14:42:14.831,HDF-009,DRONE,YUKSEK,28,YES,"(366, 141, 540, 258)"
14:42:14.895,HDF-009,DRONE,YUKSEK,42,YES,"(371, 145, 544, 257)"
14:42:14.999,HDF-009,DRONE,YUKSEK,51,YES,"(375, 140, 549, 257)"
14:42:15.061,HDF-009,DRONE,YUKSEK,34,YES,"(373, 144, 553, 259)"
14:42:15.138,HDF-009,DRONE,YUKSEK,70,YES,"(375, 142, 547, 260)"
14:42:15.331,HDF-009,DRONE,YUKSEK,31,YES,"(366, 150, 548, 261)"
14:42:15.381,HDF-009,DRONE,YUKSEK,52,YES,"(363, 145, 550, 262)"
14:42:15.437,HDF-009,DRONE,YUKSEK,43,YES,"(365, 151, 549, 261)"
14:42:15.540,HDF-009,DRONE,YUKSEK,43,YES,"(365, 152, 548, 262)"
14:42:15.602,HDF-009,DRONE,YUKSEK,27,YES,"(365, 153, 542, 261)"
14:42:15.825,HDF-009,DRONE,YUKSEK,52,YES,"(371, 150, 553, 261)"
14:42:16.265,HDF-009,DRONE,YUKSEK,42,YES,"(381, 150, 550, 245)"
14:42:16.359,HDF-009,DRONE,YUKSEK,49,YES,"(382, 146, 555, 252)"
14:42:16.406,HDF-009,DRONE,YUKSEK,66,YES,"(380, 144, 554, 257)"
14:42:16.454,HDF-009,DRONE,YUKSEK,77,YES,"(376, 135, 553, 260)"
14:42:16.532,HDF-009,DRONE,YUKSEK,58,YES,"(375, 137, 551, 258)"
14:42:16.604,HDF-009,DRONE,YUKSEK,80,YES,"(370, 132, 551, 260)"
14:42:16.651,HDF-009,DRONE,YUKSEK,51,YES,"(371, 140, 551, 262)"
14:42:16.730,HDF-009,DRONE,YUKSEK,27,YES,"(374, 147, 551, 260)"
14:42:16.775,HDF-009,DRONE,YUKSEK,45,YES,"(378, 153, 550, 260)"
14:42:16.819,HDF-009,DRONE,YUKSEK,27,YES,"(376, 145, 553, 261)"
14:42:16.878,HDF-009,DRONE,YUKSEK,42,YES,"(374, 146, 552, 263)"
14:42:16.928,HDF-009,DRONE,YUKSEK,63,YES,"(371, 144, 549, 264)"
14:42:16.975,HDF-009,DRONE,YUKSEK,64,YES,"(371, 152, 547, 264)"
14:42:17.026,HDF-009,DRONE,YUKSEK,43,YES,"(371, 156, 548, 265)"
14:42:17.076,HDF-009,DRONE,YUKSEK,54,YES,"(371, 149, 548, 265)"
14:42:17.122,HDF-009,DRONE,YUKSEK,42,YES,"(371, 154, 550, 266)"
14:42:17.174,HDF-009,DRONE,YUKSEK,75,YES,"(368, 145, 551, 268)"
14:42:17.226,HDF-009,DRONE,YUKSEK,57,YES,"(363, 151, 552, 269)"
